,Central Bank Balance Sheet Size,GRDI,Bloomberg Commodity Index,Gold,Bitcoin,Bloomberg Dollar Index,Citi Dollar Positioning,Bitcoin - Story Count,Inflation - Story Count,VIX Index,MOVE Index,CVIX Index,US 2 Year,US 2s10s,Sector Rotation ,Citi Inflation Surprise,Citi EM Inflation Surprise,GBI Weighted CPI,Conference Board Inflation Expectations ,US BUDGET BALANCE,US CPI,bitcoin: (Worldwide),inflation: (Worldwide)
2020-10-01,33573.5898,114.401,70.2483,1906.01,10606.06,1173.85,-43.77,3140.0,1302.0,25.78,38.65,8.21,0.127,54.656,0.9425,23.97,-6.59,3.4964,5.7,-14.14,1.4,13,48
2020-09-30,33559.0469,114.593,70.8516,1885.82,10706.95,1177.27,-42.19,2963.0,1861.0,26.69,39.21,8.27,0.127,55.313,0.9379,23.97,-6.59,3.4964,5.7,-14.14,1.4,12,51
2020-09-29,33597.0781,114.689,70.2685,1898.07,10756.95,1180.64,-37.28,3056.0,1707.0,26.81,36.62,8.4,0.123,52.258,0.9451,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-28,33556.0078,114.039,70.9886,1881.48,10871.25,1183.37,-38.96,2596.0,1181.0,27.15,37.4,8.58,0.125,52.585,0.9494,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-27,,,,,10725.25,,,,,,,,,,,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-26,,,,,10720.88,,,,,,,,,,,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-25,33528.1836,113.835,70.687,1861.58,10717.46,1186.44,-43.3,2777.0,1098.0,28.17,36.97,8.65,0.1289,52.356,0.9388,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-24,33525.4219,112.759,70.866,1868.07,10631.74,1182.85,-39.99,3327.0,1987.0,29.54,37.22,8.91,0.1328,53.109,0.9354,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-23,33518.8594,112.78,70.7668,1863.34,10224.14,1184.66,-37.73,3343.0,2114.0,27.02,38.63,8.77,0.1387,52.981,0.933,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-22,33550.0742,113.903,70.9965,1900.21,10516.06,1176.12,-39.49,2981.0,1406.0,28.61,39.35,8.89,0.1351,53.364,0.9463,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-21,33608.6289,113.464,71.158,1912.51,10479.79,1170.64,-37.08,3223.0,1110.0,28.04,38.63,8.58,0.1371,52.47,0.9353,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-20,33658.5352,,,,10858.0,,,,,,,,,,,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-19,,,,,11093.84,,,,,,,,,,,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-18,33603.5703,114.816,72.9672,1950.86,10890.68,1163.38,-37.59,3025.0,1906.0,26.65,37.24,8.6,0.1391,55.258,0.9341,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-17,33559.3086,114.416,72.3869,1944.44,10937.41,1160.97,-38.07,3425.0,3228.0,28.22,38.45,8.68,0.135,54.968,0.9412,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-16,33525.5234,114.073,72.2976,1959.26,10998.05,1164.69,-39.2,3405.0,4704.0,25.31,42.43,8.74,0.137,55.588,0.9434,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-15,33461.4492,113.675,71.7964,1954.15,10867.34,1165.31,-38.78,3392.0,2148.0,25.92,43.06,8.79,0.139,53.586,0.9449,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-14,33455.9609,113.28,71.7452,1956.86,10694.29,1165.48,-39.74,3065.0,1973.0,25.86,44.21,8.79,0.137,53.332,0.9412,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-13,,,,,10318.18,,,,,,,,,,,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-12,,,,,10441.8,,,,,,,,,,,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-11,33416.8086,112.51,71.5564,1940.55,10329.82,1169.13,-40.62,2590.0,2904.0,28.63,43.12,8.88,0.127,53.477,0.9379,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-10,33353.5938,110.615,71.489,1946.09,10307.29,1171.68,-39.8,2874.0,3430.0,28.67,45.21,8.64,0.1389,53.627,0.9419,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-09,33333.0,111.097,71.704,1946.84,10259.62,1168.81,-37.06,2966.0,2689.0,31.68,48.82,8.73,0.1468,55.124,0.9455,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-08,33332.832,109.301,71.3958,1932.03,10016.81,1173.78,-37.95,2859.0,1400.0,30.61,50.68,8.71,0.1408,53.395,0.9388,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-07,33343.4727,111.677,,1933.64,10154.11,1167.95,,,,,,8.36,,,,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-06,,,,,10236.79,,,,,,,,,,,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-05,,,,,10086.94,,,,,,,,,,,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-04,33358.8516,111.37,72.3908,1933.94,10606.46,1164.48,-36.8,3123.0,1548.0,34.62,47.04,8.21,0.1428,57.127,0.9537,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-03,33299.5078,110.837,72.2969,1930.91,10785.86,1165.98,-37.46,4186.0,1758.0,26.28,45.76,8.21,0.127,50.58,0.956,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-02,33302.043,114.454,72.8335,1942.92,11375.47,1164.35,-39.65,3987.0,2278.0,26.01,44.86,8.15,0.1329,51.291,0.9733,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-09-01,33325.0352,114.443,73.5024,1970.18,12022.35,1161.52,-41.14,3779.0,3016.0,25.86,44.3,8.38,0.1309,53.408,0.9825,14.82,-11.33,3.4314,6.6,-12.03,0.6,12,51
2020-08-31,33343.5313,114.172,73.315,1967.8,11678.6,1161.14,-40.14,2977.0,2886.0,23.91,47.02,8.23,0.1309,57.194,0.9627,14.82,-11.33,3.4314,6.6,-12.03,0.6,16,47
2020-08-30,,,,,11640.79,,,,,,,,,,,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-29,,,,,11518.05,,,,,,,,,,,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-28,33213.6563,115.161,73.1354,1964.83,11502.58,1161.61,-39.42,3116.0,4399.0,24.59,48.19,8.19,0.127,59.22,0.9678,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-27,33072.3398,114.674,72.6157,1929.54,11267.05,1171.68,-37.63,3421.0,6133.0,23.42,49.29,8.02,0.1583,59.195,0.9637,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-26,33111.7813,114.79,72.2972,1954.46,11513.5,1169.73,-39.37,3565.0,2115.0,22.14,47.99,8.05,0.1504,53.596,0.9698,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-25,33111.5156,115.39,72.0165,1928.18,11265.47,1171.56,-39.4,3864.0,1672.0,22.16,47.89,8.24,0.1493,53.006,0.9569,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-24,33105.6133,115.465,71.6534,1928.88,11731.2,1174.6,-37.49,3032.0,1290.0,22.87,46.33,8.3,0.1513,49.879,0.9568,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-23,,,,,11669.22,,,,,,,,,,,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-22,,,,,11608.04,,,,,,,,,,,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-21,33122.1172,115.163,71.4586,1940.48,11621.41,1173.6,-43.07,3639.0,1108.0,22.58,45.14,8.43,0.1432,48.301,0.9444,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-20,33120.6211,115.183,71.7823,1947.26,11863.08,1170.03,-37.56,3235.0,1577.0,24.1,44.58,8.49,0.1411,50.576,0.9415,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-19,33080.1133,115.783,72.3346,1928.98,11715.31,1173.17,-37.06,3563.0,2601.0,21.6,44.6,8.63,0.1391,53.701,0.9354,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-18,33128.6641,115.35,72.4739,2002.44,12030.11,1166.25,-29.29,3388.0,1085.0,21.69,46.06,8.35,0.1431,52.365,0.9352,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-17,33054.3633,115.408,72.0179,1985.3,12327.23,1171.59,-30.05,4369.0,1066.0,22.52,45.81,8.14,0.1511,53.513,0.9337,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-16,,,,,11849.5,,,,,,,,,,,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-15,,,,,11870.5,,,,,,,,,,,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-14,33001.0039,115.51,70.8064,1945.12,11770.13,1174.4,-25.09,3879.0,1606.0,22.27,43.09,,0.145,56.232,0.9353,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-13,32916.8359,115.47,70.8373,1953.71,11615.32,1177.21,-26.14,4283.0,2207.0,22.2,45.08,8.1,0.1629,55.587,0.932,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-12,32898.8477,115.632,70.2701,1915.83,11565.95,1179.14,-21.34,3742.0,2442.0,22.82,44.23,7.99,0.1609,51.186,0.9324,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-11,32883.3242,113.964,69.8914,1911.89,11212.89,1181.57,-15.03,4438.0,1649.0,21.85,45.26,7.89,0.1489,48.868,0.9342,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-10,32913.3867,114.797,70.9032,2027.34,11859.27,1180.56,-1.92,3904.0,1744.0,22.88,42.21,8.02,0.131,44.259,0.9322,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-09,,,,,11679.9,,,,,,,,,,,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-08,,,,,11716.3,,,,,,,,,,,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-07,32934.7461,114.608,70.4501,2035.55,11575.83,1179.07,1.39,3376.0,1445.0,23.45,41.46,8.51,0.129,43.31,0.9254,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-06,32870.8281,114.552,71.3393,2063.54,11851.58,1172.95,2.79,3514.0,1932.0,23.03,42.6,8.57,0.1151,41.717,0.9326,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-05,32858.9336,114.984,71.1918,2038.12,11692.68,1173.73,2.42,3358.0,1637.0,23.44,41.75,8.36,0.1171,43.028,0.9242,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-04,32817.4063,113.899,70.5438,2019.21,11214.45,1179.54,4.12,3159.0,1268.0,24.01,44.11,8.25,0.1073,39.569,0.9151,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-03,32777.6563,115.179,69.9049,1976.98,11383.53,1182.01,6.8,3441.0,1303.0,25.75,43.13,7.78,0.1093,44.111,0.913,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-02,,,,,11090.63,,,,,,,,,,,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-08-01,,,,,11847.66,,,,,,,,,,,-16.75,-14.35,3.3417,6.6,-12.03,0.6,16,47
2020-07-31,32794.957,115.173,68.6767,1975.86,11345.63,1179.02,14.67,3437.0,1503.0,24.79,41.98,8.08,0.1054,41.888,0.9074,-16.75,-14.35,3.3417,6.6,-12.03,0.6,14,43
2020-07-30,32721.3105,115.369,68.2531,1956.64,11150.47,1174.3,16.15,3350.0,1590.0,25.04,40.66,7.65,0.1172,42.317,0.8946,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-29,32675.0723,115.345,68.9933,1970.79,11222.15,1176.48,16.25,3552.0,2295.0,25.16,41.63,7.75,0.1309,43.927,0.8954,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-28,32632.4434,114.633,68.531,1958.43,10981.18,1180.26,32.81,4409.0,1230.0,24.86,41.27,7.8,0.1387,43.638,0.8886,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-27,32638.7773,115.343,68.5025,1942.24,10891.81,1180.47,30.41,5523.0,1108.0,26.6,42.61,5.93,0.1514,46.164,0.9009,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-26,,,,,9895.63,,,,,,,,,,,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-25,,,,,9729.45,,,,,,,,,,,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-24,32532.7891,114.976,68.1503,1902.02,9629.62,1188.82,31.89,3122.0,1135.0,27.96,42.48,7.1,0.1473,43.947,0.8957,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-23,32411.7656,115.059,68.1245,1887.44,9593.77,1193.61,32.66,3752.0,1179.0,23.97,43.93,6.8,0.1513,42.207,0.8946,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-22,32378.7676,116.38,67.7392,1871.41,9377.3,1193.43,48.6,3330.0,1047.0,24.56,45.32,6.78,0.1492,44.38,0.9065,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-21,32365.4258,116.409,67.2868,1841.91,9376.53,1195.3,48.79,3229.0,1165.0,24.08,46.45,6.58,0.1411,45.52,0.9099,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-20,32288.6563,116.545,66.3101,1817.77,9175.47,1202.97,53.52,2933.0,1104.0,26.94,46.82,6.69,0.1472,45.903,0.9101,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-19,,,,,9171.94,,,,,,,,,,,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-18,,,,,9179.26,,,,,,,,,,,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-17,32264.6289,115.693,66.4947,1810.42,9157.69,1204.75,54.66,2985.0,1478.0,27.15,45.68,,0.1451,47.951,0.8945,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-16,32187.4199,114.768,66.4732,1797.16,9103.61,1207.69,53.95,4482.0,1906.0,28.41,46.43,6.78,0.145,46.775,0.9055,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-15,32223.8145,114.67,66.6653,1810.29,9213.7,1203.84,54.96,4437.0,2360.0,29.15,47.08,6.92,0.155,47.291,0.9113,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-14,32161.3242,113.397,66.176,1809.36,9272.83,1207.73,58.16,2739.0,2183.0,31.14,50.81,6.94,0.157,46.239,0.9073,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-13,32123.1641,112.132,66.4895,1802.76,9249.8,1210.44,58.54,2726.0,1172.0,27.85,49.55,6.81,0.1509,46.151,0.9096,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-12,,,,,9232.34,,,,,,,,,,,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-11,,,,,9217.05,,,,,,,,,,,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-10,32115.834,114.359,66.636,1798.7,9235.1,1209.3,58.31,2852.0,1534.0,30.86,49.19,6.97,0.1529,48.582,0.9227,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-09,32006.082,112.919,66.3463,1803.55,9237.04,1210.8,60.87,3289.0,1654.0,28.18,50.07,6.91,0.1508,45.877,0.9193,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-08,32030.9961,113.628,66.7927,1808.89,9430.25,1208.37,61.1,3269.0,1055.0,28.95,49.8,6.92,0.1587,50.174,0.9168,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-07,32069.4707,112.203,66.5414,1794.86,9254.79,1214.12,64.84,2999.0,1250.0,28.77,50.98,6.97,0.1567,47.913,0.909,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-06,32101.041,112.736,66.1801,1784.68,9277.06,1209.39,64.62,2888.0,933.0,27.76,52.03,6.91,0.1566,51.531,0.9199,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-05,,,,,9013.96,,,,,,,,,,,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-04,,,,,9131.21,,,,,,,,,,,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-03,32053.6816,112.609,,1775.95,9092.7,1213.35,,,,,,7.01,,,,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-02,31963.3223,112.301,65.6325,1775.38,9082.38,1215.09,65.83,3319.0,1011.0,28.33,50.96,7.35,0.1526,51.469,0.9075,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-07-01,31972.4902,110.944,65.1837,1770.09,9239.05,1216.0,65.82,3496.0,1264.0,30.96,53.28,7.39,0.1603,50.959,0.9073,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-06-30,32009.416,109.502,64.9762,1780.96,9147.09,1219.78,66.48,3161.0,1694.0,32.54,54.13,7.59,0.1485,50.366,0.9134,-7.37,-28.83,3.2158,6.6,-12.03,0.6,14,43
2020-06-29,32037.7832,108.445,64.2432,1772.82,9180.36,1222.66,66.57,3064.0,1256.0,35.05,52.96,7.74,0.1485,47.096,0.9109,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-28,,,,,9109.76,,,,,,,,,,,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-27,,,,,8946.51,,,,,,,,,,,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-26,32043.707,108.122,63.2194,1771.29,9190.26,1221.35,65.62,3095.0,1007.0,33.01,51.21,7.75,0.1661,47.165,0.9078,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-25,31370.0313,108.931,63.4476,1763.79,9275.81,1217.95,67.48,3280.0,1382.0,36.59,51.57,8.1,0.1857,49.793,0.9168,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-24,31397.1191,107.472,63.7083,1761.17,9288.58,1217.33,69.49,3337.0,1094.0,31.05,54.89,7.89,0.1876,48.939,0.9115,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-23,31471.25,109.122,64.7104,1768.41,9629.89,1210.49,70.34,3304.0,1163.0,31.71,54.04,7.95,0.1857,52.005,0.9183,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-22,31422.5215,109.299,64.832,1754.43,9645.06,1214.01,70.0,3514.0,1111.0,35.22,53.93,7.83,0.1917,51.316,0.9135,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-21,,,,,9310.9,,,,,,,,,,,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-20,31378.0117,,,,9318.47,,,,,,,,,,,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-19,31337.3789,107.72,64.5736,1743.87,9315.35,1220.01,68.98,2632.0,1230.0,32.07,53.45,7.94,0.1855,50.211,0.9038,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-18,31329.2988,108.095,64.1194,1722.93,9343.09,1219.86,68.5,3175.0,1444.0,33.83,55.15,8.04,0.1933,51.108,0.9094,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-17,31349.002,107.108,64.0727,1726.95,9374.04,1214.15,69.0,3584.0,2211.0,33.28,58.16,8.03,0.1952,53.877,0.9081,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-16,31417.0977,106.798,63.9419,1726.53,9494.7,1213.7,69.94,3354.0,1595.0,34.28,60.49,7.97,0.1992,54.967,0.9112,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-15,31449.7578,106.576,63.6461,1725.16,9481.06,1210.63,68.89,3708.0,1123.0,44.09,58.09,8.38,0.189,52.683,0.9094,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-14,,,,,9382.05,,,,,,,,,,,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-13,,,,,9403.53,,,,,,,,,,,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-12,31409.2363,106.158,63.7057,1730.75,9463.3,1214.59,69.67,3054.0,1385.0,37.68,55.81,8.18,0.193,50.847,0.9062,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-11,31444.6504,104.539,64.0925,1727.7,9340.86,1213.6,74.95,4008.0,1867.0,30.45,56.47,7.72,0.1967,46.637,0.8947,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-10,31472.9805,109.521,65.0033,1738.7,9867.63,1199.09,69.85,3487.0,3669.0,26.73,60.02,7.66,0.1667,55.363,0.9096,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-09,31354.6738,110.068,64.7268,1715.33,9749.6,1204.53,69.68,3168.0,1619.0,25.93,62.94,7.32,0.2024,61.895,0.9137,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-08,31292.041,111.174,64.6415,1698.53,9702.87,1204.0,72.58,2998.0,1011.0,25.56,62.77,,0.2261,64.707,0.9102,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-07,,,,,9732.43,,,,,,,,,,,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-06,,,,,9706.0,,,,,,,,,,,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-05,31228.5703,111.943,64.6941,1685.06,9712.33,1209.82,71.58,3158.0,1434.0,24.79,61.97,,0.2062,68.104,0.9077,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-04,31204.1172,110.641,64.3526,1714.01,9783.87,1211.31,71.36,3787.0,1655.0,26.23,61.18,6.98,0.194,62.548,0.8939,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-03,31158.7891,110.86,63.9011,1699.67,9583.65,1213.28,75.81,3826.0,945.0,26.75,61.24,7.0,0.19,55.39,0.8858,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-02,31067.5039,111.219,63.7825,1727.7,9522.85,1216.95,73.68,4835.0,891.0,28.4,55.35,6.9,0.1623,51.894,0.8699,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-06-01,31108.0059,109.778,63.5116,1739.55,9680.19,1220.02,73.03,3986.0,1097.0,28.94,55.07,6.98,0.1564,49.879,0.8647,10.68,-20.15,2.783,4.5,-4.89,1.5,14,43
2020-05-31,31075.209,,,,9505.38,,,,,,,,,,,10.68,-20.15,2.783,4.5,-4.89,1.5,20,51
2020-05-30,,,,,9440.21,,,,,,,,,,,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-29,31007.7773,110.543,63.5353,1730.27,9415.96,1228.11,73.82,3473.0,1797.0,29.3,51.55,7.16,0.1603,48.644,0.858,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-28,30915.5938,110.058,62.7703,1718.33,9446.84,1230.34,74.06,3873.0,1420.0,27.82,50.57,6.93,0.1701,51.406,0.8621,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-27,30872.3398,110.219,62.6696,1709.47,9163.42,1234.65,69.79,3440.0,995.0,27.62,52.98,6.86,0.1799,49.609,0.8809,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-26,30808.7598,110.01,63.3501,1710.58,8859.07,1233.32,70.8,3350.0,1068.0,27.72,52.22,7.19,0.1717,52.275,0.877,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-25,30752.8301,109.011,,1731.95,8914.38,1244.11,,,,,,7.46,,,,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-24,,,,,9001.5,,,,,,,,,,,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-23,,,,,9235.17,,,,,,,,,,,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-22,30758.3066,108.931,62.74,1734.68,9181.0,1244.95,53.6,3352.0,1803.0,31.36,51.67,7.65,0.1676,48.739,0.8636,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-21,30727.0781,108.279,63.0139,1727.0,9056.92,1241.8,54.44,3729.0,1644.0,28.97,55.62,7.54,0.1653,50.061,0.8661,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-20,30747.9609,107.733,63.6046,1748.18,9588.55,1240.49,57.13,3939.0,2582.0,29.52,58.85,7.74,0.1633,51.282,0.865,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-19,30496.2383,106.065,63.2376,1745.05,9690.24,1246.66,55.0,3544.0,1149.0,28.73,60.09,7.84,0.1652,52.1,0.8518,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-18,30510.5664,107.125,63.028,1732.55,9677.73,1248.17,54.81,3508.0,1110.0,30.71,58.7,8.07,0.1772,54.244,0.847,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-17,,,,,9738.8,,,,,,,,,,,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-16,,,,,9381.42,,,,,,,,,,,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-15,30474.4648,105.334,61.659,1743.67,9241.91,1256.95,24.58,3850.0,1438.0,32.5,56.53,8.01,0.1451,49.372,0.8276,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-14,30389.9121,104.985,61.2871,1730.3,9656.61,1253.98,31.1,3690.0,1886.0,35.16,59.05,8.06,0.147,47.28,0.828,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-13,30408.875,105.117,60.6226,1716.28,9300.04,1255.64,31.95,3770.0,2098.0,32.74,57.56,7.92,0.1589,48.958,0.8224,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-12,30206.4766,105.052,61.5521,1702.7,8824.98,1253.33,27.75,3799.0,2967.0,28.47,61.26,8.02,0.1589,50.229,0.8317,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-11,30156.1895,107.52,61.7826,1697.93,8636.21,1252.51,20.33,4941.0,1473.0,28.46,61.6,,0.1747,53.122,0.8408,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-10,30228.1465,,,,8675.29,,,,,,,,,,,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-09,,,,,9649.88,,,,,,,,,,,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
2020-05-08,30221.4746,107.545,62.32,1702.7,9998.9,1246.86,20.27,3799.0,1426.0,30.14,57.4,,0.1568,52.231,0.8507,-15.18,-4.89,2.9727,4.5,-4.89,1.5,20,51
